id_expo,nombre_expo,nombre_expo_ano,descripcion_expo,autor_texto,id_autor_texto,documento_ppal,id_documentos_expo,ano_ini,mes_ini,dia_ini,ano_fin,mes_fin,dia_fin,fecha_ini,fecha_fin,duracion_dias,artistas,id_personas_artistas,curadores,id_personas_curadores,presentadores,id_personas_presentadores,nombre_espacio,id_espacio,obras,id_obras,apoyan_auspicia,id_personas_apoyan,id_organizaciones_apoyan,id_img_doc_fk,observaciones_expos,tipo_expo,expo_order
735,Ómar Rayo - Fosíl del fuego Homenaje 80 años,Ómar Rayo - Fosíl del fuego Homenaje 80 años*2007,,,,d.486,,2007,12,13,,,,2007-12-13,1900-01-01,#NUM!,Ómar Rayo,4,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Gobernación del Valle del Cauca, Secretaría de Cultura y Turismo de Cali, Cámara de Comercio de Cali, Universidad Autónoma de Occidente, Museo Rayo, Museo de Arte Moderno La Tertulia, Epsa",,,,,,746
736,Artefacto,Artefacto*2008,,Elías Heím,,d.257,,2008,3,13,2008,5,20,2008-03-13,2008-05-20,68,"Mónica Calderón, Feliza Bursztyn, Álvaro Barrios, Man Ray, Sergio Camporeale, Bernardo Salcedo",,Elías Heim,,,,Sala de la Colección-Maritza Uribe de Urdinola,,"Monocoptero, Estrella de mar, La rueda de Marcel Duchamp, Monument mecanique, Cajas","3212, 2309, 2342, 2898, 2303","Alcaldía de Cali, Ministerio de Cultura, Departamento del Valle del Cauca, Suramericana, Coéxito",,,,,,747
737,La Casa Flotante,La Casa Flotante*2008,,Elías Heím,,d.259,,2008,7,10,2008,8,24,2008-07-10,2008-08-24,45,Laboratorio artístico Chocó,,Elías Heim,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Alcaldía de Cali, Ministerio de Cultura, Gobernación del Valle del Cauca, Pisa",,,,,,748
738,Space Invaders,Space Invaders*2008,,,,d.255,,2008,7,17,2008,10,26,2008-07-17,2008-10-26,101,"David Morán, Lilia Yepes, Robert Nelson, Angélica Castro, Sergio Andrés Zapata, Humberto Junca, Ámbar Aboharb",,Elías Heim,,,,Sala Subterránea,,,,"Alcaldía de Cali, Ministerio de Cultura, Gobernación del Valle del Cauca, Pisa",,,,,,749
739,Premonitoria,Premonitoria*2008,,Miguel González,,d.253,,2008,9,10,2008,11,15,2008-09-10,2008-11-15,66,Elías Heim,,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Alcaldía de Cali, Gobernación del Valle del Cauca, Suramericana, Coéxito",,,,,,750
812,Presentación y Representación,Presentación y Representación*2008,,"Wilson Díaz, José Horacio Martinez, Oscar Muñoz, Victoria Noorthoorn, Bernardo Ortíz",,d.290,,2008,11,19,2009,1,30,2008-11-19,2009-01-30,72,"Pedro Alcántara Herrán, Adolfo Bernal, Luis Camnitzer, Antonio Caro, León Ferrari, Lotty Rosenfeld, Bernardo Salcedo, François Bucher, Leonardo Herrera, Luis Molina-Pantin, Mguel Ángel Rojas, Juan Fernando Herrán, José Leonilson, Tino Sehgal, Judi Werthein, Kara Walker ",,"Wilson Díaz, José Horacio Martínez, Óscar Muñoz, Victoria Noorthoorn, Bernardo Ortiz",,,,"Sala de la Colección-Maritza Uribe de Urdinola, Sala Alterna, Galería-Taller, Sala Subterránea, Sala de Proyectos",,"Arte de los '80 (Conjunto de 7), El martirio agiganta a los hombres-raíz, Aqui no cabe el arte","3504, 2114, 4032, 3062, 3064","Ministerio de Cultura, Alcaldía de Cali, Proartes, 7 Festival de Performance de Cali, Sidoc, El País",,,,,,751
740,Carteles Cinematográficos,Carteles Cinematográficos*2009,,,,d.263,,2009,3,21,,,,2009-03-21,1900-01-01,#NUM!,,,Miguel González,,,,"Sala de la Colección-Maritza Uribe de Urdinola, Sala Subterránea",,,,"Alcaldía de Cali, Ministerio de Cultura, Suramericana, Gases de Occidente, Coéxito, El País",,,,,,752
743,Paisajes de la conciencia,Paisajes de la conciencia*2009,,"Isabelle de Montfumat, Jean Paul Ribes",,d.249,,2009,9,10,2009,10,10,2009-09-10,2009-10-10,30,"Jean-Marc Bustamante, Nan Goldin, Clarisse Hahn, Cecile Hartmann, Jean Luc Moulene, Loan Nguyen, Yuki Onodéra, Giles Saussier, Bruno Serralongue, Nancy Wilson Pajic, Jonathan Zabriskie ",,Isabelle de Montfumat,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Alianza Colombo-Francesa, Embajada de Francia, TV5MONDE, Mairie de Paris, Aviatur, Art's events, Air France, Ministerio de Relaciones Exteriores, Colombia país diverso, Bancolombia, Proartes, Festival Internacional de Arte de Cali, Alcaldía de Cali, Ministerio de Cultura",,,,,,753
744,"Eros, dolor y muerte","Eros, dolor y muerte*2009",,Elías Heím,,d.229,,2009,11,19,2010,4,19,2009-11-19,2010-04-19,151,"Leonel Góngora, Antonio Berni, María de la Paz Jaramillo, Francisco Corzas, Luis Caballero, Wilson Díaz & Juan Mejía, Enrique Grau, Pierre Aletchinsky, Penny Bennet, Eduardo Ramírez Villamizar, José Guadalupe Posada, Saúl Huerta, Roberto Cabrera, Pedro Alcántara Herrán, David Becker, Ned Truss, Antonio Eligio Fernandez, Antonio Joseph, Augusto Rendón, Darío Morales, Federico Cantu, Fernell Franco, Francisco Bellorín, John Paul Jones, Jorge Camacho, Jose Luis Cuevas, Juan Antonio Roda, Juan Manuel Lugo, Julio Silva, Richard Lindner, Robert Nelson, Saul Steinberg, Sefa Ferré, Willem De Kooning",,Elías Heim,,,,"Sala de la Colección-Maritza Uribe de Urdinola, Sala Subterránea",,"Yo también quise ser bueno, Homenaje II, El encuentro, La consumidora, Paso de danza inconcluso, Sin título, Cita en el escondite, Dos almas. Cada noche un amor, La potranca, Del portafolio: San juan de la cruz -noche oscura-, Saltando Matones, Contrastes, Serie ayerim no.4, In a dark time, La cosecha de los violentos, Under the volcano, Daphne 83, El unicornio, Katastrofe, Sin título, Seamster of Venus —Homenaje a Burroughs, De la Serie: Los Cuerpos, Ideas de lineas, Yumbo o la nube gris, El martirio agiganta a los hombres-raíz, La cosecha de los violentos","2603, 2966, 2536, 2787, 2652, 2161, 2613, 3161, 2150, 3948, 2576, 2917, 3435, 2685, 2877, 2768, 2556, 2873, 2655, 2189, 2191, 2544, 2621, 2112, 2809, 2833, 2114, 2556","Gases de Occidente, Carvajal, Coéxito, Atlas, El País, Suramericana",,,,,,754
741,Máscaras,Máscaras*2009,,,,,,2009,12,,,,,2009-12-01,1900-01-01,#NUM!,,,Elías Heim,,,,,,,,,,,,,,755
742,Expo antológica Ofelia Rodriguez,Expo antológica Ofelia Rodriguez*2009,,,,,,2009,12,,,,,2009-12-01,1900-01-01,#NUM!,,,Miguel González,,,,,,,,"Suramericana, Gases de Occidente, Coéxito , El País",,,,,,756
745,Museo La Tertulia 54 años de historia,Museo La Tertulia 54 años de historia*2010,,Elías Heím,,d.236,d.237,2010,6,10,2010,8,22,2010-06-10,2010-08-22,73,,,Elías Heim,,,,"Sala de la Colección-Maritza Uribe de Urdinola, Sala Subterránea",,,,"Ministerio de Cultura, Alcaldía de Cali, El País, Banco de Occidente, Carvajal, Coéxito, Atlas, Suramericana, Ingenio Manuelita, Honda, Baterías Mac",,,,,,757
746,Visiones del Arte Mexicano,Visiones del Arte Mexicano*2010,,,,,,2010,10,29,2011,1,11,2010-10-29,2011-01-11,74,"Adolfo Riestra, Alberto Gironella, Alfredo Zalce, Ángel Ricardo, Ricardo Antonio Ruiz, Arturo García Bustos, Betsabé Romero, Boris Viskin, Carla Rippey, Cisco Jiménez, Diego Rivera, Dulce María Núñez, Fernando Casto Pacheco, Francisco Toledo, Francisco Zúñiga, Froylán Ruiz, Gabriel de la Mora, Gilberto Aceves Navarro, Graciela Iturbode, Héctor de Anda, Javier Arévalo, Javier de la Garza, Javier Marín, Jesús Urbieta, José Chavéz Morado, Jose Luis Cuevas, José Reyes Meza, Juan Soriano, Luis Carlos Barrios, Luis Nichizawa, Luis Ricaurte, Manuel Felguérez, Maritza López, Mathías Goeritz, Miguel Castro Leñero, Nahúm B. Zenil, Nicolás Moreno, Pedro Coronel, Pedro Rivera, Rafael Coronel, Raúl Anguiano, Ricardo Martínez, Rina Lazo, Rodolfo Morales, Roger von Gunten, Rufino Tamayo, Santiago Rebolledo, Sebastián, Sergio Hernández, Susana Casarin, Tatiana Montoya, Tomás López Rocha Ulises Licea, Vicente Rojo, Yolanda Andrade",,Rafael Pérez y Pérez,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Embajada de México, Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Suramericana, Ingenio Manuelita, Honda, Baterías Mac",,,,,,758
747,Allora & Calzadilla,Allora & Calzadilla*2011,,Veronica Wiman,,d.235,d.298,2011,1,22,2011,2,27,2011-01-22,2011-02-27,36,"Jennifer Allora, Guillermo Calzadilla",,Verónica Wiman,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Suramericana, Ingenio Manuelita, Honda, Baterías Mac",,,,,,759
748,Réquiem NN ,Réquiem NN *2011,,Miguel González,,d.288,d.246,2011,1,27,2011,4,17,2011-01-27,2011-04-17,80,Juan Manuel Echavarría,,Miguel González,,,,Sala Subterránea,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Suramericana, Ingenio Manuelita, Honda, Baterías Mac",,,,,,760
749,La Guerra que no Hemos Visto,La Guerra que no Hemos Visto*2011,,Ana Tiscornia,,d.218,d.246,2011,1,27,2011,4,17,2011-01-27,2011-04-17,80,,,Ana Tiscornia,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Suramericana, Ingenio Manuelita, Baterías Mac, Honda, Fundación Puntos de Encuentro",,,,,,761
750,Siete Intelectuales en el Bosque de Bambú,Siete Intelectuales en el Bosque de Bambú*2011,,Veronica Wiman,,d.234,,2011,3,12,2011,4,30,2011-03-12,2011-04-30,49,Yang Fudong,,Verónica Wiman,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Suramericana, Ingenio Manuelita, Baterías Mac",,,,,,762
752,Rogelio Salmona. Espacios abiertos / espacios colectivos ,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,,,,d.276,,2011,5,5,2011,8,6,2011-05-05,2011-08-06,93,Rogelio Salmona,,Fundación Rogelio Salmona,,,,Sala de la Colección-Maritza Uribe de Urdinola ,,,,"Fundación Rogelio Salmona, Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Suramericana, Ingenio Manuelita, Cámara de Comercio de Cali, Baterías Mac",,,,,,763
753,Miradas Transversales ,Miradas Transversales *2011,,Miguel González,,d.276,,2011,5,5,2011,8,6,2011-05-05,2011-08-06,93,"Eugenio Dittborn, José Franco, León Ferrari, Rolando Peña, Rosemberg Sandoval, Rubens Gerchman",,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola ,,"Ver y ser visto, No ver y no ser visto, De la Serie: ANIMALES, Cuadro de los machetes, Air #13, Mugre","2171, 2172, 2188, 3957, 2311, 2349","Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Suramericana, Ingenio Manuelita, Cámara de Comercio de Cali, Baterías Mac",,,,,,764
751,"""Negrita"" ","""Negrita"" *2011",,Veronica Wiman,,d.204,d.203,2011,5,28,2011,7,3,2011-05-28,2011-07-03,36,"Coco Fusco, Liliana Angulo",,Verónica Wiman,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Suramericana, Ingenio Manuelita, Cámara de Comercio de Cali, Baterías Mac, Las Delicias de Will's",,,,En la pagina web está erroneo la fecha en junio y es julio,,765
756,Normativo,Normativo*2011,,,,d.227,d.228,2011,8,6,2011,9,25,2011-08-06,2011-09-25,50,"Carlos Motta, Colectivo LTTR",,Verónica Wiman,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Baterías Mac, Suramericana, Ingenio Manuelita",,,,,,766
755,Reconfiguraciones ,Reconfiguraciones *2011,,Miguel González,,d.265,d.266,2011,8,25,2011,10,16,2011-08-25,2011-10-16,52,"Ana Velasco, Antonio Seguí, Bibiana Vélez, Carlos Collazo, Carlos Maturana, Carlos Zerpa, Daniel Senise, Delia Cugat, Francisco Rodón, Hernando Tejada, Hugo Cifuentes, Jim Amaral, Julián Aristizábal, José Horacio Martínez, Juan Guillermo Restrepo, María Clara Piñeyro, María de la Paz Jaramillo, Marta Minujín, Miguel Ángel Rojas, Noé Nojechowicz, Rafael Ortiz, Rodolfo Abularach, Roser Bru, Sammy Benmayor, Tabo Toral, Víctor Laignelet",,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,"Luna llena, Cuando regreso a casa, Misterios gloriosos, gozosos y dolorosos, Autorretrato VII, Sin título, La mujer ilustrada en america, Sin título, En busca de alguien, Puerto bronce, Marta traba, Posibilidades de una pera, Teresa la mujer mesa, La danza del curiquingue, Relicario de tres cabezas, Escenas, Silla, De la Serie: Parejas, La invasión de la mente, Relatos, La ciudad, Westfalia (el exquisito tacto de una de sus amantes al punto más evasido del hemisferio sur), Eros, Sin título, Contra killer A-1, Purga tenebras","4026, 3988, 3970, 3979, 3977, 4002, 2185, 3952, 3993, 3927, 2184, 2305, 3905, 2331, 4004, 2359, 2180, 2328, 4010, 3906, 4017, 3903, 3978, 2186, 3989","Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Baterías Mac, Suramericana, Ingenio Manuelita, Cámara de Comercio de Cali",,,,,,767
754,Ensayos Para Un Mundo Perfecto. Salón de Arte BBVA ,Ensayos Para Un Mundo Perfecto. Salón de Arte BBVA *2011,,Carlos Betancourt,,d.231,,2011,8,26,2011,10,30,2011-08-26,2011-10-30,65,"Violeta Ospina, Nicolás Cadavid, Andrés Felipe Uribe, Juan Raúl Hoyos, Adriana Salazar, Colectivo Autoart, Alex Rodríguez, Andrea Rey, Santiago Leal, Paola Tafur, Ana María Villate, Edwin Monsalve, Precarius Tecnológicus, La virgen del milagro producciones, Camilo Restrepo, Dayro Carrasquilla, Carlos Castro, Ximena Díaz, Ernesto Recuero, Fernando Pareja & Leidy Chávez, Colectivo NN, Alejandra Rincón, Liliana Sánchez, Esteban Peña, Camila Echevarría & Michael Gavish, Nestor Gutiérrez, Carolina Ruiz, Adrián Gaitán, Alejandro Mancera, Sebastián Fierro, Mauricio Carmona, Santiago Escobar, Natalia Castañeda, Wilger Sotelo, Kevin Mancera, Andrea Acosta, Colectivo Producciones Invisibles, Óscar Castellanos, Óscar Leone, César Del Valle, Liliana Estrada, Nelson Guzmán",,Carlos Betancourt,,,,Edificio de la Colección,,,,"BBVA, Banco de la República ",,,,,,768
757,Fotografia Contemporanea ,Fotografia Contemporanea *2011,,,,,,2011,12,,,,,2011-12-01,1900-01-01,#NUM!,,,Miguel González,,,,,,,,En el marco del XV Festival Internacional de Arte de Cali,,,,,,769
761,Papel,Papel*2011,,Veronica Wiman,,d.205,,2011,12,1,2012,1,22,2011-12-01,2012-01-22,52,"Adrián Gaitán, Diego Mendoza",,"Carlos Betancourt, Miguel González, Verónica Wiman",,,,Sala Subterránea,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Baterías Mac, Cámara de Comercio de Cali, Ingenio Manuelita, Gases de Occidente, Suramericana, Fundación Epsa, Colinversiones",,,,Beca para la realización de exposiciones individuales dirigidas a museos y salas de exhibición regionales de la Convocatoria Nacional del Ministerio de Cultura Estimulos 2011,,770
823,El arte como experiencia - Un museo con historia Colección La Tertulia,El arte como experiencia - Un museo con historia Colección La Tertulia*2012,,,,,d.394,2012,3,2,2012,12,30,2012-03-02,2012-12-30,303,"Hernando Tejada, Óscar Muñoz, María de la Paz Jaramillo, Pedro Alcántara Herrán, Lucy Tejada, Beatriz González, Robert Indiana, José Guadalupe Posada, Julio Le Parc, Andy Warhol, Édgar Negret, Gustavo Zalamea, Ignacio Gómez Jaramillo, Carlos Rojas, Ever Astudillo, Alejandro Obregón",,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,"Teresa la mujer mesa, De la serie: PINTURAS DE AGUA, Cada noche un amor, El martirio agiganta a los hombres-raíz, Sin título, Los suicidas del sisga, Sin título, Imagen del juego encuesta:identifique sus enemigos, Campbell's soup -tomato, El puente, homenaje a Paul Foster, Posibilidades de una pera, Sin título - Paisaje , Ingeniería de la vision, De la Serie: LUGARES, Huesos de mis bestias, la barracuda       ","2505, 3972, 3948, 2114, 3921, 3935, 2786, 2601, 2678, 2307, 2184, 3953, 3900, 2129, 3914",,,,,,,771
758,Colección Abierta,Colección Abierta*2012,,,,,,2012,5,28,2012,7,22,2012-05-28,2012-07-22,55,,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,"Teresa la mujer mesa, De la serie: PINTURAS DE AGUA, Cada noche un amor, El martirio agiganta a los hombres-raíz,Sin título, Los suicidas del sisga,Love, Sin título, Imagen del juego encuesta:idenEl puente, homenaje a Paul Foster,tifique sus enemigos, Campbell's soup -tomato, Posibilidades de una pera, Sin título, Ingeniería de la vision, De la Serie: LUGARES, Huesos de mis bestias, la barracuda",,,,,,,,772
759,Desde el Malestar: ¿Qué cosa es la verdad?,Desde el Malestar: ¿Qué cosa es la verdad?*2012,,,,d.242,,2012,6,1,2012,8,5,2012-06-01,2012-08-05,65,"Jorge Acero, Camilo Aguirre, William Bahos, Wilson Díaz, Herlyng Ferla, Edinson Quiñones, Leonardo Herrera, Kabaret Machine, Esteban López, Jorge R. Nuñez, Juan Pablo Marín, Juan Mejía, Ana María Millán, Fernando Pareja & Leidy Chávez, Mónica Restrepo, Juan Martín Rico, Alex Rodríguez, Carolina Ruiz, Rened Varona, Juan David Velásquez, Sergio Zapata",,"Éricka Flórez, Sebastián Ramírez",,,,Sala Subterránea,,,,"Ministerio de Cultura, Fundación Arteria, Alcaldía de Cali, Comfandi, Gobernación del Valle del Cauca, Sura, Epsa, Celsia, Gases de Occidente, Ingenio Manuelita, Atlas, Coéxito, Carvajal, Baterías Mac, Banco de Occidente",,,,,,773
760,"Bajo el cemento, la tierra","Bajo el cemento, la tierra*2012",,"Veronica Wiman, Yolanda Chois",,d.289,,2012,7,19,2012,9,9,2012-07-19,2012-09-09,52,"Future Farmers, Colectivo Incinerante, Amy Franceschini, Proyecto Dies, Charlie Dubbe, Leandra Plaza",,Verónica Wiman,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Coéxito, Atlas, Baterías Mac, Ingenio Manuelita, Gases de Occidente, Sura, Epsa, Celsia,",,,,,,774
762,Segundo Guión de La Colección Permanente ,Segundo Guión de La Colección Permanente *2012,,,,,,2012,9,28,2013,2,27,2012-09-28,2013-02-27,152,,,Un Lugar de la Plastica,,,,Sala Subterránea,,,,,,,,,,775
763,Víctor Albarracín “El Tratamiento de las Contradicciones”,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,,Victor Albarracín,,d.244,d.245,2012,11,22,2013,1,13,2012-11-22,2013-01-13,52,Victor Albarracín,,Juan Sebastián Ramirez,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, 14 Salones regionales, Desde el bienestar, Banco de Occidente, Carvajal, Coéxito, Atlas, Baterías Mac, Ingenio Manuelita, Gases de Occidente, Sura, Epsa",,,,,,776
764,Taking Care of Business. Un proyecto de Miami,Taking Care of Business. Un proyecto de Miami*2013,,,,d.247,,2013,2,8,2013,3,24,2013-02-08,2013-03-24,44,"Iván Argote, Esteban Rivera, Matthieu Laurette, Nicolás Leguizamón, María Angélica Madero, Adriana Martínez, Mariana Murcia, María Paola Sánchez, Juan Peláez ",,Juan Sebastián Ramirez,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Baterías Mac, Ingenio Manuelita, Gases de Occidente, Sura, Epsa, Celsia, Bancolombia, Alianza Fiduciaria, Lago y Sáenz, Cámara de Comercio de Cali, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales",,,,,,777
765,Tercer Guión de la Colección Permanente,Tercer Guión de la Colección Permanente*2013,,,,,,2013,2,28,2013,10,25,2013-02-28,2013-10-25,239,,,Un Lugar de la Plastica,,,,CP,,,,,,,,,,778
766,Master/Copy: Juan & Wilson [1995 – 1998],Master/Copy: Juan & Wilson [1995 – 1998]*2013,,"Guillermo Vanegas, Victor Manuel Rodriguez Sarmiento",,d.271,"d.272, d.273",2013,3,8,2013,5,19,2013-03-08,2013-05-19,72,"Juan Mejía, Wilson Díaz",,Guillermo Vanegas,,,,Sala Subterránea,,Saltando Matones (Serie de 12),3435,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Baterías Mac, Ingenio Manuelita, Gases de Occidente, Sura, Epsa, Celsia, Bancolombia, Alianza Fiduciaria, Lago y Sáenz, Cámara de Comercio de Cali, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales",,,,,,779
767,Ready Zombie. Fernando Uhía y los noventa,Ready Zombie. Fernando Uhía y los noventa*2013,,Guillermo Vanegas,,,,2013,3,15,2013,5,26,2013-03-15,2013-05-26,72,Fernando Uhía ,,Guillermo Vanegas,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Baterías Mac, Ingenio Manuelita, Gases de Occidente, Sura, Epsa, Celsia, Bancolombia, Alianza Fiduciaria, Lago y Sáenz, Cámara de Comercio de Cali, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales",,,,,,780
768,Revolución y Simulacro. Estrategias de Guerrilla de Mercado,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,,,,d.393,,2013,5,10,2013,6,23,2013-05-10,2013-06-23,44,"Comando Libre S-II, Francisco Toquica, Guillermo Gómez Peña, Jaime Ávila Ferrer, Leonardo Herrera, Lorena Espitia, María Mercedes Salgado, Modern Mamboys, Paulo Licona",,Juan Sebastián Ramirez,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Baterías Mac, Ingenio Manuelita, Gases de Occidente, Sura, Epsa, Celsia, Bancolombia, Alianza Fiduciaria, Lago y Sáenz, Cámara de Comercio de Cali, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales",,,,,,781
769,Nueva Pintura Colombiana,Nueva Pintura Colombiana*2013,,"Juan Sebastian Ramirez, Lucas Ospina",,d.286,,2013,6,7,2013,8,4,2013-06-07,2013-08-04,58,"Lorena Espitia, Cristiam Fajardo, Sebastián Fierro, Gustavo Niño, Esteban Peña, Alex Rodríguez, Orlando Rojas",,Juan Sebastián Ramirez,,,,Sala Subterránea,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Coéxito, Atlas, Baterías Mac, Ingenio Manuelita, Gases de Occidente, Sura, Epsa, Celsia, Bancolombia, Alianza Fiduciaria, Lago y Sáenz, Cámara de Comercio de Cali, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales",,,,,,782
770,Observaciones Sobre la Ciudad de Polvo,Observaciones Sobre la Ciudad de Polvo*2013,,"Gilda Mantilla, Raimond Chaves",,d.285,,2013,6,21,2013,8,25,2013-06-21,2013-08-25,65,"Gilda Mantilla, Raimond Chaves",,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Sura, Epsa, Celsia, Coéxito, Atlas, Ingenio Manuelita, Bancolombia, Gases de Occidente, Baterías Mac, Cámara de Comercio de Cali, Lago y Sáenz, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales, Santiago Eder",,,,,,783
771,Protografías,Protografías*2013,,,,d.291,,2013,10,25,2014,1,12,2013-10-25,2014-01-12,79,Óscar Muñoz,,"José Roca, María Wills",,,,"Sala de la Colección-Maritza Uribe de Urdinola, Sala Alterna, CP",,,,"Banco de la República, Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Sura, Epsa, Celsia, Coéxito, Atlas, Ingenio Manuelita, Bancolombia, Gases de Occidente, Baterías Mac, Lago y Sáenz, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales, Santiago Eder",,,,,,784
772,Cuarto Guión de la Exposición Permanente de la Colección,Cuarto Guión de la Exposición Permanente de la Colección*2014,,,,,,2014,1,22,2014,7,20,2014-01-22,2014-07-20,179,,,Un Lugar de la Plastica,,,,CP,,,,,,,,,,785
773,Testigo de oídas,Testigo de oídas*2014,,"Mónica Restrepo, Wilson Díaz, Ericka Flórez",,d.294,d.250,2014,2,27,2014,3,30,2014-02-27,2014-03-30,31,"Ana María Millán, Mónica Restrepo, Wilson Díaz",,Éricka Flórez,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Sura, Epsa, Celsia, Coéxito, Atlas, Ingenio Manuelita, Bancolombia, Gases de Occidente, Baterías Mac, Harinera del Valle, Alianza Fiduciaria, Lago y Sáenz, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales, Santiago Eder, Fundación Bolivar Davivienda",,,,,,786
774,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,,TRanHisTor(ia),,d.399,d.292,2014,3,14,2014,6,15,2014-03-14,2014-06-15,93,"Nirma Zárate, Diego Arango, Umberto Giangrandi, Carlos Granada, Jorge Mora, Fabio Rodriguez Amaya",,"María Sol Barón, Camilo Ordóñez Robayo",,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Sura, Epsa, Celsia, Coéxito, Atlas, Ingenio Manuelita, Bancolombia, Gases de Occidente, Baterías Mac, Harinera del Valle, Alianza Fiduciaria, Lago y Sáenz, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales, Santiago Eder, Fundación Bolivar Davivienda",,,,,,787
775,Acueductos : Rosario López,Acueductos : Rosario López*2014,,Rosario López,,d.220,,2014,5,23,2014,7,20,2014-05-23,2014-07-20,58,Rosario López,,Un Lugar de la Plastica,,,,Sala Alterna,,,,,,,,,,788
776,Fototropismos,Fototropismos*2014,,Miguel González,,d.252,d.225,2014,7,18,2014,10,12,2014-07-18,2014-10-12,86,Elías Heim,,Miguel González,,,,Sala Alterna,,,,"Ministerio de Cultura, Alcaldía de Cali, Comfandi, Banco de Occidente, Carvajal, Sura, Epsa, Celsia, Coéxito, Atlas, Ingenio Manuelita, Bancolombia, Gases de Occidente, Baterías Mac, Harinera del Valle, Alianza Fiduciaria, Lago y Sáenz, Young & Rubicam, Deloitte, Óscar Darío Morales, Noralba de Morales, Santiago Eder",,,,,,789
