id_expo,nombre_expo,nombre_expo_ano,descripcion_expo,autor_texto,id_autor_texto,documento_ppal,id_documentos_expo,ano_ini,mes_ini,dia_ini,ano_fin,mes_fin,dia_fin,fecha_ini,fecha_fin,duracion_dias,artistas,id_personas_artistas,curadores,id_personas_curadores,presentadores,id_personas_presentadores,nombre_espacio,id_espacio,obras,id_obras,apoyan_auspicia,id_personas_apoyan,id_organizaciones_apoyan,id_img_doc_fk,observaciones_expos,tipo_expo,expo_order
451,Diez Maestros Colombianos,Diez Maestros Colombianos*1992,,,,,,1992,5,,,,,1992-05-01,1992-06-30,60,"Alejandro Obregón, Enrique Grau, Édgar Negret, Eduardo Ramírez Villamizar, Fernando Botero, Ómar Rayo, Carlos Rojas, Manuel Hernández, Beatriz González,Santiago Cárdenas",,Miguel González,,,,Galería-Taller,,,,,,,,,,453
450,Diario de Viaje II,Diario de Viaje II*1992,,"Raúl Zurita, Luciano Caramel, Egidio Mucci, Eugenio Miccini, Toti Carpentieri, Lorena Trucchi, Gianni Cavazzini, Vicio Berti, Stefano Benedetti, Ritta Albera, Tommaso Paloscia, Giuliano Serafini, Lino Centi, Ignacio Delogu Francesco Vincitorio. ",,d.318,,1992,5,19,,,,1992-05-19,1992-07-03,45,Francisco Javier Smythe,,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Galería Época (Chile), Ladeco, Avianca , Decapack",,,,,,454
452,Ciudad,Ciudad*1992,,,,d.317,d.312,1992,6,9,,,,1992-06-09,1992-07-24,45,Luis Fernando Peláez,,Miguel González,,,,Galería-Taller,,,,"la trayectoria de una imágen, Aerolíneas Tampa",,,,,,455
453,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia*1992,,,,,,1992,7,,,,,1992-07-01,1900-01-01,#NUM!,Varios,,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,456
454,Fotografía Brasileña: Historia y Contemporaneidad,Fotografía Brasileña: Historia y Contemporaneidad*1992,,"Maritza Uribe, Federico Morais",,d.310,,1992,8,,,,,1992-08-01,1900-01-01,#NUM!,"Nair Benedicto, Mario Carvo Neto, Hugo Denizart, Carlos Fadon, Luis Carlos Felizardo, Juca Martins, Miguel Rio Barco, Antonio Saggese, Evandro Teixeira",,Federico Morais,,,,Sala de Exposiciones Rotatorias,,,,,,,,"El martirio agiganta a los hombres-raíz, Los suicidas del sisga, Manos, Serie: EN LA PUNTA DE LA LENGUA:GAITAN, Serie: EN LA PUNTA DE LA LENGUA:GALAN, Boceto para la maestra de celan/92, Dopa, The explosive immediacy of statement, Narcisos, La cosecha de los violentos, BOCAGRANDE II (De la Serie: Diario Objeto II), Dibujo no. 1, Loca, Homenaje a una reliquia, Composition for peace portfolio, ,Pieta iiiRemorir i, Sin título (conjunto de 5), Delirio de las monjas muertas no.11, Yumbo o la nube gris, Testimonio de los Desaparecidos (Conjunto de 10)",,457
455,Werner Bischof,Werner Bischof*1992,,,,,,1992,9,,,,,1992-09-01,1900-01-01,#NUM!,Werner Bischof,,,,,,Sala Alterna,,,,Embajada de Suiza,,,,,,458
456,Tuberculosis - SIDA: Un Diario,Tuberculosis - SIDA: Un Diario*1992,,,,d.315,,1992,9,1,1992,9,30,1992-09-01,1992-09-30,29,Linda Troeller,,,,,,,,"TB DIARY-JUNE 20/33-Empecé a sudar debido al calor, AIDS DIARY.Abril 3/84.Soy una peinadora y como no, AIDS DIARY.Agosto 10/84.Mi hijo ha perdido la fuerza física,AIDS DIARY.Sept.5/84.Mi hijo no vino a la boda de, TB DIARY.Mayo 28/37.Nunca me gustó estar marcada, Tb diary.-marzo 24/34.mi pecho se vacía..,mi pecho.","2250, 2251, 2252, 2253, 2254, 2255","Galería Época (Chile), Ladeco, Avianca, Decapack",,,,,,459
457,Ruven Afanador,Ruven Afanador*1992,,,,d.308,,1992,9,,,,,1992-09-01,1900-01-01,#NUM!,Ruven Afanador,,Miguel González,,,,Galería-Taller,,,,,,,,,,460
458,José Antonio Suárez Londoño,José Antonio Suárez Londoño*1992,,,,,,1992,10,6,,,,1992-10-06,1992-11-20,45,José Antonio Suárez Londoño,,,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,461
459,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992*1992,,,,,,1992,11,,,,,1992-11-01,1900-01-01,#NUM!,"Ignacio Gómez Jaramillo, Alejandro Obregón, Enrique Grau, Jan Bartelsman, Manuel Hernández, Beatriz González, Santiago Cárdenas, Emma Reyes, Gregorio Cuartas, María de la Paz Jaramillo, Jonier Marín, Víctor Laignelet, Danilo Dueñas, María Cristina Cortés, Germán Londoño, Cristina Llano, Diego Mazuera, Luis Fernando Roldán, Ana María Rueda, Carlos Salas Silva, Rafael Echeverri, Santiago Uribe Holguín, Bibiana Vélez, María Teresa Vieco,José Horacio Martínez",,Miguel González,,,,Galería-Taller,,,,,,,,,,462
461,Delia Cugat y Sergio Camporeale,Delia Cugat y Sergio Camporeale*1992,,,,,,1992,11,17,,,,1992-11-17,1993-01-01,45,"Delia Cugat,Sergio Camporeale",,Galería de Francony de París,,,,Galería-Taller,,,,"Avianca,Galería Francony de París",,,,,,463
460,María Cristina Cortés,María Cristina Cortés*1992,,,,,,1992,12,1,,,,1992-12-01,1993-01-30,60,María Cristina Cortés,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,464
463,Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,,,,,,1993,1,19,,,,1993-01-19,1993-02-21,33,"Geny Dignac, Fernando Maza, Marta Minujín, Yutaka Toyota , Jesús Rafael Soto, Jaime Suárez, Rómulo Rozo, Édgar Negret, Eduardo Ramírez Villamizar, Enrique Grau, Carlos Rojas, Feliza Bursztyn, Álvaro Barrios, Bernardo Salcedo, Beatriz Daza, Hugo Zapata, Alicia Barney, Consuelo Gómez, Mónica Negret,Pablo Van Wong",,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,465
462,Tina Celis,Tina Celis*1993,,,,d.314,,1993,1,26,,,,1993-01-26,1993-03-12,45,Tina Celis,,Miguel González,,,,Galería-Taller,,,,,,,,,,466
464,Exposición de litografías del Instituto Tamarind,Exposición de litografías del Instituto Tamarind*1993,,,,,,1993,2,23,,,,1993-02-23,1993-03-25,30,"Clinton Adams, Joseph Almyda, Wulf Barsch, Billy Al Bengstons, Tom Berg,Larry Brown, Louisa Chase, Roy De Forest, Robert Fichter, Daniele Fuller, Gail Gash, Harmony Hammond, David Hare, James Havard, Roberto Juárez, Robert Kushner, James McGarrell, Dan Rizzie, Frank Romero, Italo Scanga, Jaune Quick-To-See Smith, Steven Sorman, Cinda Sparling, Gael Stack, Robert Zakanitch, Marite Zelt,Susan Zimmerman",,Instituto Tamarind de EE.UU.,,,,Galería-Taller,,,,"Instituto Tamarind de EE.UU.,Embajada de los Estados Unidos",,,,,,467
465,Emma Reyes Máscaras,Emma Reyes Máscaras*1993,,"Maritza Uribe de Urdinola, Alvaro Medina",,d.45,,1993,3,10,,,,1993-03-10,1900-01-01,#NUM!,Emma Reyes,,Álvaro Medina,,,,Sala de Exposiciones Rotatorias,,"Serie: máscaras -café-gris, Serie: máscaras -azul-verde, Serie: máscaras -gris-, Serie: máscaras -rojo-, Serie: máscaras -azul/negro, Serie: máscaras-verde, Serie: máscaras -negro-blanco, Serie: máscaras -marrón-, Serie: máscaras -verde/azul-, Serie: máscaras -rojo/gris-, Serie: máscaras -rojo-azul-, Serie: máscaras -rojo-lila-, Serie: máscaras -azul/blanco-, Serie: máscaras -azul/blanco-, Serie: máscaras -rojo/lila-, Serie: máscaras -oro/rojo-,Serie: máscaras -azul/rosa-, Serie: máscaras -negro/blanco-, Serie: máscaras -naranja/amarillo-,Serie: máscaras -verde/gris-, Serie: máscaras -rojo/naranja-, Serie: máscaras -negro-blanco-,Serie: máscaras -negro-gris-, Serie: máscaras -negro/gris-, Serie: máscaras -rojo/blanco-,Serie: máscaras -verde/amarillo-, Serie: máscaras -morado-gris-, Serie: máscaras -morado-,Serie: máscaras -azul/negro-, Serie: máscaras -verde-azul-, Serie: máscaras -verde/azul-,Serie: máscaras -rojo/gris-, Serie: máscaras -rojo/blanco-, Serie: máscaras -verde/azul-,Serie: máscaras -verde/amarillo-, Serie: máscaras -blanco/azul-, Serie: máscaras -negro/gris-,Serie: máscaras -gris/negro-, Serie: máscaras -blanco/negro-, Serie: máscaras -verde-amarillo-","2422, 2423, 2424, 2425, 2426, 2427, 2428, 2429, 2430, 2431, 2432, 2433, 2434, 2435, 2436, 2437, 2438, 2439, 2440, 2441, 2442, 2443, 2444, 2445, 2446, 2447, 2448, 2449, 2450, 2451, 2452, 2453, 2454, 2455, 2456, 2457, 2458, 2459, 2460, 2461",Gobernación del Valle del Cauca,,,d185.pdf,,,468
466,Llamados de la Tierra: Earth Calls,Llamados de la Tierra: Earth Calls*1993,,,,,,1993,3,16,,,,1993-03-16,1993-04-30,45,Silvia Malagrino,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,Centro Colombo-americano de Medellín,,,,,,469
467,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,,,,,,1993,4,1,,,,1993-04-01,1993-05-01,30,"Diego Rivera, José Clemente Orozco, David Alfaro Siqueiros, Rufino Tamayo, José Luis Cuevas , Wifredo Lam, René Portocarrero , Eugenio Dittborn, Roberto Sebastián Matta , Antonio Berni, Julio Le Parc, Mauricio Lasansky, Liliana Porter , Ruth Bessoudo Courvoisier, Arcangelo Ianelli, Fernando de Szyszlo, Oswaldo Guayasamín, Jesús Rafael Soto, Carlos Cruz-Diez, Alejandro Otero, Alejandro Obregón, Édgar Negret, Fernando Botero,Beatriz González",,Miguel González,,,,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",,,,,,,,,,470
468,Pulsiones,Pulsiones*1993,,Miguel González,,d.504,,1993,5,6,,,,1993-05-06,1900-01-01,#NUM!,"Fernando Arias, Alicia Barney, Martha Combariza, María Dolores Garcés, Becky Mayer, Óscar Muñoz, Juan Andrés Posada Jaramillo, José Alejandro Restrepo, Miguel Ángel Rojas, Doris Salcedo, Elías Heim, Pablo Van Wong",,Miguel González,,,,Galería-Taller,,,,"Festival Internacional de Arte de Cali, Proartes",,,,,,471
469,Nadín Ospina,Nadín Ospina*1993,,,,d.309,,1993,5,18,,,,1993-05-18,1993-07-02,45,Nadín Ospina,,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Galería El Museo de Bogotá,Gerencia Cultural del Valle del Cauca",,,,,,472
470,Muestra de arte venezolano,Muestra de arte venezolano*1993,,,,,,1993,5,24,,,,1993-05-24,1993-07-08,45,"Jesús Rafael Soto, Carlos Cruz-Diez, Luis Chacón, Gertrud Goldschmidt, Susy Iglicki, Alejandro Otero, Víctor Varela, Mateo Manaure, Jacobo Borges, Corina Briceño, Alexis Gorodine, Édgar Sánchez, Oswaldo Vivas, Alirio Palacios, Pedro Zapata, Rolado Peña,Carlos Zerpa",,Miguel González,,,,Galería-Taller,,,,Gerencia Cultural del Valle del Cauca,,,,,,473
471,Vicky Neuman,Vicky Neuman*1993,,,,,,1993,6,29,,,,1993-06-29,1993-08-13,45,Vicky Neumann,,,,,,Sala de Exposiciones Rotatorias,,,,Gerencia Cultural del Valle del Cauca,,,,,,474
472,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,,,,,,1993,7,,,,,1993-07-01,1993-08-30,60,"Wifredo Lam, René Portocarrero, Emilio Sánchez, Mariano Rodríguez, José Bermúdez, Agustín Fernández, Aldo Menéndez, Joaquín Ferrer, Moisés Finalé, José Franco, Isabel Gimeno, Miguel Huertas, Gina Pellón, Nelson Villalobo, Tonel,Agustín Cárdenas",,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,Gerencia Cultural del Valle del Cauca,,,,,,475
473,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,,,,,,1993,8,12,,,,1993-08-12,1993-09-26,45,"Danilo Dueñas, Catalina Cárdenas, Rafael Echeverri, Luis Fernando Roldán, Ana María Rueda, Carlos Salas Silva, Armin Tröger, Santiago Uribe Holguín, Luis Guillermo Botero, Luis Fernando Zapata, Julián Aristizábal, Tina Celis, Nancy Friedemann, Víctor Laignelet, Germán Londoño, Cristina Llano, José Horacio Martínez, Diego Mazuera, Mario Ossaba, Rafael Panizza, Rosemberg Sandoval, Bibiana Vélez, Rodolfo Vélez,María Teresa Vieco",,Miguel González,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,476
474,Exposición de nueva arquitectura colombiana,Exposición de nueva arquitectura colombiana*1993,,,,,,1993,9,16,,,,1993-09-16,1993-09-16,,Varios,,Francisco Ramírez Potes,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,Gerencia Cultural del Valle del Cauca,,,,,,477
475,Fernando Martínez Sanabria,Fernando Martínez Sanabria*1993,,,,,,1993,9,16,,,,1993-09-16,1993-10-31,45,Fernando Martínez Sanabria,,Galería Deimos de Bogotá,,,,Galería-Taller,,,,"Avianca, Galería Deimos de Bogotá, Biblioteca Luis Ángel Arango, Fundación Santo Domingo,Gerencia Cultural del Valle del Cauca",,,,,,478
476,Catalina Mejía,Catalina Mejía*1993,,,,,,1993,9,23,,,,1993-09-23,1993-10-16,23,Catalina Mejía,,,,,,Galería-Taller,,,,Gerencia Cultural del Valle del Cauca,,,,,,479
477,Beatriz Duque pinturas,Beatriz Duque pinturas*1993,,Miguel González,,d.320,,1993,10,21,,,,1993-10-21,1993-11-20,30,Beatriz Duque,,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,Sin título,4011,Gobernación del Valle del Cauca,,,,,,480
478,Homenaje a Marta Traba,Homenaje a Marta Traba*1993,,Miguel González,,d.321,,1993,10,27,,,,1993-10-27,1994-02-01,97,"Alejandro Obregón, Olga de Amaral, Beatriz Daza, Fernando Botero, Eduardo Ramírez Villamizar, Édgar Negret, Luis Caballero, Pedro Alcántara Herrán, Beatriz González, Feliza Bursztyn, Bernardo Salcedo, Santiago Cárdenas, Gustavo Zalamea, Hernán Díaz ,Francisco Rodón",,Miguel González,,,,Sala de Exposiciones Rotatorias,,,,,,,,,,481
479,Luis Roldán pinturas,Luis Roldán pinturas*1993,,"Jose Hernán Aguilar, Jesus Fuenmayor",,d.323,,1993,11,18,,,,1993-11-18,1994-01-29,72,Luis Fernando Roldán,,,,,,Galería-Taller,,,,,,,,,,482
480,Flora y Magia,Flora y Magia*1993,,Victor Guedez,,d.324,,1993,11,25,,,,1993-11-25,1994-01-29,65,María de la Paz Jaramillo,,,,,,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",,,,,,,,,,483
481,Ocho Artistas de Cali,Ocho Artistas de Cali*1994,,Maritza Uribe de Urdinola,,d.333,,1994,1,12,1994,3,,1994-01-12,1994-02-26,45,"Pedro Alcántara Herrán, Ever Astudillo, Jan Bartelsman, Fernell Franco, Óscar Muñoz, María Thereza Negreiros, Hernando Tejada, Lucy Tejada",,,,,,Galería-Taller,,"El martirio agiganta a los hombres-raíz, De la Serie: DE LA NOCHE, Sin Título, De la serie: INTERIORES, De la serie: PINTURAS DE AGUA, BATALLA DE HIERRO Y DE HOMBRE (zo fijado en madera, Teresa la mujer mesa, Color de rosa","2114, 2143, 3901, 2217, 3972, 3913, 2305, 3922",Alcaldía de Cali,,,,,,484
482,Tierra de nadie,Tierra de nadie*1994,,Miguel González,,d.329,,1994,2,10,,,,1994-02-10,1994-03-17,35,Juan Antonio Roda,,Miguel González,,,,Galería-Taller,,,,Alcaldía de Cali,,,,,,485
485,Exposición de careteles cinematográficos británicos de los años 80,Exposición de careteles cinematográficos británicos de los años 80*1994,,,,,,1994,3,,,,,1994-03-01,1900-01-01,#NUM!,Varios,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Embajada Británica,Consejo Británico",,,,,,486
483,Cuatro Pintores de Cartagena,Cuatro Pintores de Cartagena*1994,,,,d.334,,1994,3,17,1994,4,,1994-03-17,1994-04-11,25,"Carlos Gómez, Adalberto Jiménez, Édgar Plata, Mario Zabaleta",,Miguel González,,,,Galería-Taller,,,,Colcultura,,,,,,487
486,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,,,,,,1994,3,22,,,,1994-03-22,1994-06-12,82,"Vicky Neumann, Beatriz Duque, José Horacio Martínez, Catalina Mejía, Nadín Ospina, Elías Heim, Miguel Ángel Rojas, Becky Mayer,Linda Troeller",,Miguel González,,,,Galería-Taller,,,,,,,,,,488
484,Arquitectura del Ferrocarril del Pacífico,Arquitectura del Ferrocarril del Pacífico*1994,,Carlos Botero,,d.339,,1994,3,24,,,,1994-03-24,1994-06-12,80,"Rafael Alvarez Salas, Arturo Arcila Uribe, Rafael Borrero Vergara, Francisco Ospina Bernal, M. M. Mosquera, G. A. Garrrido, E. Goemann, Francisco J. Jaramillo",,Carlos Botero,,,,Cinemateca,,,,,,,,,,489
487,Bernardo Salcedo Objetos,Bernardo Salcedo Objetos*1994,,Miguel González,,d.328,,1994,4,14,,,,1994-04-14,1994-05-14,30,Bernardo Salcedo,,Miguel González,,,,Galería-Taller,,,,"Galería El Museo de Bogotá, Colcultura",,,,,,490
488,Exposición de Carlos Jacanamijoy Tisoy,Exposición de Carlos Jacanamijoy Tisoy*1994,,,,,,1994,5,19,,,,1994-05-19,1994-06-16,28,Carlos Jacanamijoy Tisoy,,,,,,Galería-Taller,,,,,,,,,,491
489,Exposición de Luis Fernando Escobar,Exposición de Luis Fernando Escobar*1994,,"Olga Lucía Guzman, Luis Fernando Escobar",,d.331,,1994,6,16,,,,1994-06-16,1994-08-16,61,Luis Fernando Escobar,,,,,,Sala de Exposiciones Rotatorias,,,,Colcultura,,,,,,492
490,Jan Bartelsman retrospectiva,Jan Bartelsman retrospectiva*1994,,,,,,1994,6,23,,,,1994-06-23,1994-08-29,67,Jan Bartelsman,,"Miguel González, Pieter Bos",,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,493
492,"Gabriel Silva pinturas, dibujos y objetos","Gabriel Silva pinturas, dibujos y objetos*1994",,Alvaro Medina,,d.327,,1994,8,25,,,,1994-08-25,1994-10-09,45,Gabriel Silva Rubio,,,,,,Galería-Taller,,,,Galería El Museo de Bogotá,,,,,,494
493,Revelaciones,Revelaciones*1994,,Miguel González,,d.503,,1994,9,7,,,,1994-09-07,1994-11-06,60,"Mariluz Álvarez, Patricia Bravo, Adolfo Cifuentes, María José Morales, Ana Claudia Múnera, Jorge Ortiz, Luis Ospina, Gloria Posada, Luis Rincón, Víctor Robledo, Luis Fernando Sepúlveda, Alfonso Suárez",,Miguel González,,,,Galería-Taller,,Testimonio de los Desaparecidos (Conjunto de 10),3508,Gerencia Cultural del Valle del Cauca,,,,,,495
491,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,,,,d.337,,1994,10,,1994,12,,1994-10-01,1994-11-30,60,"Pedro Alcántara Herrán, Ever Astudillo, Leonel Góngora, Enrique Grau, María de la Paz Jaramillo, Óscar Muñoz, María Thereza Negreiros ,Édgar Negret, Alejandro Obregón, Ómar Rayo, Hernando Tejada, Lucy Tejada",,Miguel González,,,,Galería-Taller,,"Sin Título, Retrato de un guerrero i, De la transformacion de sanson y dalila en judith, Sin Título, La manola, La dueña I, La dueña II, Naturaleza muerta, Muro sepia, Serie amazónica: las quemas, Sin Título, El reloj, El cóndor, Cóndor, Long letter, Only for men, La tienda de flor de amor, Guadual encantado, Manglar","2977, 2610, 2561, 3372, 2773, 2716, 2717, 2978, 3366, 3215, 2942, 3191, 3015, 2106, 2522,  2535, 3389, 3270, 3369",,,,,,,496
494,"Jim Amaral, esculturas","Jim Amaral, esculturas*1994",,Eduardo Serrano,,d.330,,1994,10,5,,,,1994-10-05,1900-01-01,#NUM!,Jim Amaral,,Eduardo Serrano,,,,Galería-Taller,,,,Gerencia Cultural del Valle del Cauca,,,,,,497
495,Rafael Ortiz premio pintura Edmon Cobo,Rafael Ortiz premio pintura Edmon Cobo*1994,,Javier Gil,,d.325,,1994,11,9,,,,1994-11-09,1995-01-30,82,Rafael Ortiz,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"FES, Galería El Museo de Bogotá,Galería El Museo de Cali",,,,,,498
496,Elías Heim,Elías Heim*1994,,Miguel González,,d.340,,1994,11,16,,,,1994-11-16,1995-01-20,65,Elías Heim,,Miguel González,,,,Sala de Exposiciones Rotatorias,,,,Gerencia Cultural del Valle del Cauca,,,,,,499
497,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,,,,,,1994,12,,,,,1994-12-01,1900-01-01,#NUM!,"Marco Tobón Mejía, Rómulo Rozo, Hernando Tejada, Carlos Rojas, Feliza Bursztyn, Bernardo Salcedo, Beatriz Daza, Hugo Zapata, Lydia Azout, Alicia Barney, Consuelo Gómez, Pablo Van Wong,Nadín Ospina",,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,500
498,Acuáticas,Acuáticas*1995,,,,d.377,,1995,1,25,,,,1995-01-25,1995-03-11,45,John Castles,,Miguel González,,,,Galería-Taller,,,,Colcultura,,,,,,501
500,Muestra de carteles cinematográficos de la Colección de la Cinemateca La Tertulia 1995,Muestra de carteles cinematográficos de la Colección de la Cinemateca La Tertulia 1995*1995,,,,,,1995,2,,,,,1995-02-01,1900-01-01,#NUM!,Varios,,Miguel González,,,,"Sala de Exposiciones Rotatorias, Galería-Taller, Sala Alterna",,,,,,,,,,502
499,Simón Rodríguez,Simón Rodríguez*1995,,Angel Kalemberg,,d.66,,1995,2,15,,,,1995-02-15,1900-01-01,#NUM!,Luis Camnitzer,,,,,,Cinemateca,,,,"Galería Tovar de Bogotá,Colcultura",,,d210.pdf,,,503
501,Arte y Tiempo,Arte y Tiempo*1995,,"Miguél González, Eduardo Serrano, Diego Herrera, ",,d.367,,1995,3,11,,,,1995-03-11,1995-04-14,34,"Édgar Negret, Hugo Zapata",,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,504
502,El Color de la Muerte,El Color de la Muerte*1995,,,,,,1995,3,15,,,,1995-03-15,1995-04-14,30,Beatriz González,,,,,,Galería-Taller,,,,"Colcultura,Galería Garcés Velásquez",,,,,,505
504,Muestra de fotografías y carteles cinematográficos de la Colección de la Cinemateca La Tertulia,Muestra de fotografías y carteles cinematográficos de la Colección de la Cinemateca La Tertulia*1995,,,,,,1995,4,,,,,1995-04-01,1995-05-31,60,Varios,,Miguel González,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,,,,,,,506
503,Abecedario Mágico,Abecedario Mágico*1995,,Alberto Ruy Sánchez,,d.345,,1995,4,26,1995,5,,1995-04-26,1995-06-10,45,Ofelia Rodríguez,,,,,,,,,,Colcultura,,,,,,507
505,Comportamiento del Paisaje,Comportamiento del Paisaje*1995,,,,d.349,,1995,5,,,,,1995-05-01,1900-01-01,#NUM!,"Andrés de Santa María, Luis Núñez Borda, Ricardo Borrero, Jesús María Zamora, Domingo Moreno Otero, Ricardo Gómez Campuzano, Efraim Martínez, Ignacio Gómez Jaramillo, Carlos Correa, Gonzalo Ariza, Alejandro Obregón, Alfonso Quijano Acero, María Thereza Negreiros, Augusto Rendón, Ana Mercedes Hoyos, Álvaro Barrios, Antonio Barrera, Ever Astudillo, Antonio Caro, Alicia Barney",,Miguel González,,,,Sala de Exposiciones Rotatorias,,"Paisaje, Instalación de un monumento publico en Venecia, Llegada de una obra de Marcel duchamp a Venecia, Grabado popular impreso a través de un periódico. El Heraldo, La cosecha de los violentos, Yumbo o la nube gris, Paisaje, De la Serie: DE LA NOCHE, Mata de maíz, Matas de maíz, Sin título, En 1978 todo está muy caro, BOCAGRANDE II (De la Serie: Diario Objeto II), ","2135, 3347, 3033, 2556, 2833, 3942, 2143, 3082, 2337, 3331, 2927, 2344",Proartes,,,,,,508
506,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,,Ana Sokoloff,,d.336,,1995,5,,,,,1995-05-01,1995-06-15,45,"Miguel Böhmer, María Teresa Cano, María Fernanda Cardoso, Rodrigo Facundo, Carolina Franco, Elías Heim, José Horacio Martínez, Catalina Mejía, Rafael Ortiz, Nadín Ospina,Eduardo Pradilla",,Ana Sokoloff,,,,Galería-Taller,,,,"Misión Colombiana ante las Naciones Unidas, Bavaria, Avianca",,,,,,509
507,Miguel Ángel Reyes,Miguel Ángel Reyes*1995,,Pierre Restany,,d.338,,1995,5,24,,,,1995-05-24,1995-06-23,30,Miguel Ángel Reyes,,,,,,Galería-Taller,,,,Colcultura,,,,,,510
508,Gregorio Cuartas,Gregorio Cuartas*1995,,German Arciniegas,,,d.375,1995,6,29,,,,1995-06-29,1995-08-13,45,Gregorio Cuartas,,,,,,Sala de la Colección-Maritza Uribe de Urdinola,,,,"Juegos del Pacífico, Colcultura,Galería El Museo de Bogotá",,,,,,511
509,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,,,,,,1995,7,,,,,1995-07-01,1995-08-30,60,"Pedro Alcántara Herrán, Ever Astudillo, Alicia Barney, Antonio Barrera, Fernando Botero, Feliza Bursztyn, Luis Caballero, Santiago Cárdenas, Antonio Caro, Consuelo Gómez, Leonel Góngora, Beatriz González, Enrique Grau, María de la Paz Jaramillo, Darío Morales, Óscar Muñoz, María Thereza Negreiros, Édgar Negret, Alejandro Obregón, Nadín Ospina, Eduardo Ramírez Villamizar, Ómar Rayo, Carlos Rojas, Bernardo Salcedo, Hernando Tejada, Lucy Tejada, Pablo Van Wong,Hugo Zapata",,Miguel González,,,,Sala de Exposiciones Rotatorias,,,,"Juegos del Pacífico,Colcultura",,,,,,512
510,Gerardo Rueda,Gerardo Rueda*1995,,,,,,1995,8,,,,,1995-08-01,1995-08-31,30,Gerardo Rueda,,,,,,Galería-Taller,,,,"Avianca,Colcultura",,,,,,513
512,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,,,,,,1995,8,15,,,,1995-08-15,1995-10-14,60,"José Guadalupe Posada, Diego Rivera, José Clemente Rodríguez, David Alfaro Siqueiros, Rufino Tamayo, Pablo O'higgins, Francisco Toledo, Leonora Carrington, José Luis Cuevas, Manuel Felguérez, Vicente Rojo, Alberto Gironella, Luis López Loza, Brian Nissen, Juan Soriano, Mathias Goeritz,Pedro Friedeberg",,Miguel González,,,,Galería-Taller,,,,,,,,,,514
