curador,artista,expo,ano
Miguel González,Rodolfo Abularach,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,David Manzur,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Alejandro Obregón,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,María Thereza Negreiros,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Lucy Tejada,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Beatriz Daza,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Santiago Cárdenas,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Emma Reyes,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Beatriz González,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Enrique Grau,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Manuel Hernández,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Álvaro Herrán,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Luciano Jaramillo,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Antonio Barrera,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Jonier Marín,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Fernando Maza,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Gabriel Messil,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Noé Nojechowicz,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Rogelio Polesello,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Liliana Porter,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Eduardo Mac Entyre,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Delia Cugat,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Ary Brizzi,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Hugo Cifuentes,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Carlos Cruz-Diez,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Fernando de Szyszlo,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Emilio Sánchez,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Agustín Fernández,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Rubens Gerchman,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Miguel González,Óscar Pantoja,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984*1984,1984
Intituto Smithsonian de EE.UU.,Deborah Aguado,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Jeanette Ahlgren,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Stephen Albair,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Setephan Charles Allendort,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Helen Banes,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,James Bennett,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Cathy Berse,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Melodie Beylik,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Joan Fraerman Binkley,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Richard Coble,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Leslie Correl,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Amy Davison,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Edward de Large,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Sherry De Leon,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Ellen Dimsdale,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Debby Doolittle,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Patti Dougherty,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Robert Edendort,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Claudia Ebling,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Gloria Elliot,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Phillip Fike,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Arline Fisch,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Pat Flynn,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Diane Flyr,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Andrew Garn,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Elizabeth Garrison,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Thomas Gentille,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Martha Glowacki,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Garry Griffin,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Laurie Hall,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Florise Herbez,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Ron Ho,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Carol Shannon Hsu,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Marry Lee Hu,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,June Jasen,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Lynda Kahn,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Jeannse Keefer,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Susan Kingsley,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Judith Ubick,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Brent Kington,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Alice H. Klein,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Kathryn Klingensmith,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Gretchen Klunder-Raber,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Jeffrey Krolik,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Belle Kuhn,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Roger Kuhn,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,David Laplantz,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Rebekah Laskin,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Betty Len Lau,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Van LeBus,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Stanley Lechtzin,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Marc David Levine,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Keith Alan Lewis,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Daniel Fleckenstein,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Ronald Lodes,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Susan Webster Lowry,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Linda McNeil,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Richard Mafong,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Thomas Mann,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Bruce Metcalf,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Robert Lee Morris,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Bob Natalini,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Ruth Nivola,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Brigid O´Hanrahan,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Candace Loheed,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Gene Pijanowski,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Hiroko Stato Pijanowski,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Boo Poulin,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Robin Quigley,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Debra Rapoport,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Irene Redd,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Ellen Reiben,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Ivy Ross,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Mary Ann Scherr,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Sydney Scherr,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Marjorie Schick,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
Intituto Smithsonian de EE.UU.,Joyce Scott,Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana*1984,1984
