nombre_s,tipo_s,nombre_t,tipo_t,ano
Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia - 1999,expo,Miguel González,curador,1999
Guardianes de la Tierra - 1999,expo,Piedad Casas de Ballesteros,curador,1999
Manglares - 1999,expo,Miguel González,curador,1999
Cadenas Alimenticias - 1999,expo,Miguel González,curador,1999
"La Gloria, la Corte y el Mundo - 2000",expo,Miguel González,curador,2000
Sobre la Muerte - 2000,expo,Miguel González,curador,2000
"De Ninfas Tropicales, Variaciones - 2000",expo,María Inés Rodríguez,curador,2000
Exposición-homenaje a Leonel Góngora - 2000,expo,Miguel González,curador,2000
Exposición de los Premios de los Salones Nacionales (1940-1998) - 2000,expo,Departamento de Artes Visuales del Ministerio de Cultura,curador,2000
Beatriz González - 2000,expo,Miguel González,curador,2000
20 Pintores Latino-americanos - 2000,expo,Miguel González,curador,2000
Espacios Entretejidos: Arte-moda y Vestido - 2000,expo,María Claudia Parias,curador,2000
Espacios Entretejidos: Arte-moda y Vestido - 2000,expo,Javier Gil,curador,2000
Bestiario - 2000,expo,Miguel González,curador,2000
Ana Velasco Ficciones Retinianas - 2000,expo,Miguel González,curador,2000
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001 - 2001,expo,Miguel González,curador,2001
Secuencias de Estudio - 2001,expo,Asociación Francesa de Acción Artística,curador,2001
Secuencias de Estudio - 2001,expo,Escuela Especial de Arquitectura/ESAP,curador,2001
Exposición de Horst Janssen - 2001,expo,Gerhnard Schack,curador,2001
Retratos y Autorretratos - 2001,expo,Miguel González,curador,2001
IV Festival de Performance - 2001,expo,José Alejandro Restrepo,curador,2001
IV Festival de Performance - 2001,expo,María Margarita Jiménez,curador,2001
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 2001 - 2001,expo,Miguel González,curador,2001
Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 2001 - 2001,expo,Miguel González,curador,2001
Pablo Van Wong - 2001,expo,Miguel González,curador,2001
Movilización: El diseño para reunir - 2001,expo,Doc Desing,curador,2001
Rosemberg Sandoval - 2001,expo,Miguel González,curador,2001
Amor y Erotismo - 2001,expo,Miguel González,curador,2001
Muestra de arte tridimensional latinoamericano de la Colección del Museo de Arte Moderno La Tertulia 2002 - 2002,expo,Miguel González,curador,2002
Arquitectura de la Memoria - 2002,expo,Alberto Moreno,curador,2002
Arquitectura de la Memoria - 2002,expo,Jorge Jaramillo,curador,2002
Texto y Textualidad - 2002,expo,Miguel González,curador,2002
Seis Artistas Colombianos - 2002,expo,Miguel González,curador,2002
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 2002 - 2002,expo,Miguel González,curador,2002
Naturaleza y Paisaje - 2002,expo,Miguel González,curador,2002
Jan Bartelsman - 2002,expo,Miguel González,curador,2002
Exposición de carteles cinematográficos alemanes - 2002,expo,Cinemateca de Berlín,curador,2002
Tres Fotográfos de la República Popular China - 2002,expo,Miguel González,curador,2002
Exposición de mujeres artistas colombianas - 2002,expo,Miguel González,curador,2002
Jaime Cárdenas - 2002,expo,Francisco Ramírez Potes,curador,2002
Arquitectura Moderna en Colombia: Época de Oro - 2002,expo,Dirección de Patrimonio del Ministerio de Cultura,curador,2002
Muestra de arte colombiano de los años 90 de la Colección de Museo de Arte Moderno La Tertulia - 2002,expo,Miguel González,curador,2002
La María y Otras Series - 2003,expo,Miguel González,curador,2003
Marta Traba 1930 - 1983 - 2003,expo,Miguel González,curador,2003
Elías Heim - 2003,expo,Miguel González,curador,2003
Maestros Colombianos a través del Dibujo - 2003,expo,Miguel González,curador,2003
Exposición conmemorativa de los 10 años de vida del Taller de Restauración del Museo de Arte Moderno La Tertulia - 2003,expo,Miguel González,curador,2003
Riesgo - Carlos Andrade y Todd Ayoung - 2003,expo,Miguel González,curador,2003
Francois Dolmetsch - Retrospectiva - 2003,expo,Miguel González,curador,2003
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 2003 - 2003,expo,Miguel González,curador,2003
Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 2003 - 2003,expo,Miguel González,curador,2003
Europeos en París - 2003,expo,Asociación Francesa de Acción Artística,curador,2003
Una Mirada Intimista al Arte Colombiano - 2003,expo,Miguel González,curador,2003
Gráfica Norteamericana - 2003,expo,Miguel González,curador,2003
Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2003,expo,Miguel González,curador,2003
Kim Manresa - 2004,expo,Miguel González,curador,2004
Jaime Franco - 2004,expo,Miguel González,curador,2004
Diez Metros Cúbicos: Cuarto Mundo - 2004,expo,Miguel González,curador,2004
Herbario de Plantas artificiales - Alberto Baraya - 2004,expo,Miguel González,curador,2004
Enrique Grau y Su Generación - 2004,expo,Miguel González,curador,2004
Alberto Baraya y Víctor Robledo - 2004,expo,Miguel González,curador,2004
Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Miguel González,curador,2004
Exposición de calcografías del Louvre - 2004,expo,Museo de Francia,curador,2004
Exposición de calcografías del Louvre - 2004,expo,Asociación Francesa de Acción Artística,curador,2004
Dibujar en las Americas - 2004,expo,Miguel González,curador,2004
Otro documento - 2004,expo,María Iovino,curador,2004
Donación Botero 2004 - 2004,expo,Museo Nacional de Colombia,curador,2004
Cafés Literarios - 2004,expo,Gérard Georges,curador,2004
Cafés Literarios - 2004,expo,Marc Sagaert,curador,2004
Muestra de Édgar Negret y de nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2004,expo,Miguel González,curador,2004
Exposición-homenaje a Maritza Uribe de Urdinola - 2004,expo,Miguel González,curador,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Miguel González,curador,2004
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 2005 - 2005,expo,Miguel González,curador,2005
François Dolmetsch Fotografías - Retrospectiva - 2005,expo,Miguel González,curador,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Miguel González,curador,2005
François Dolmetsch Sinfonía desnuda - 2005,expo,Miguel González,curador,2005
El Retrato: Realidad y Percepción - 2005,expo,Miguel González,curador,2005
Exposición de Carlos Rojas 2005 - 2005,expo,Cristo Hoyos,curador,2005
Exposición de Carlos Rojas 2005 - 2005,expo,Javier Mejía,curador,2005
El Acontecer Social en la Vida de Pedro Nel Gómez - 2005,expo,Diego L. Arango G.,curador,2005
El Acontecer Social en la Vida de Pedro Nel Gómez - 2005,expo,Juan Alberto Gaviria,curador,2005
Juan Antonio Roda - Grabados - 2005,expo,Miguel González,curador,2005
Ana Mercedes Hoyos - Antología - 2005,expo,Miguel González,curador,2005
En torno al Cuerpo - 2005,expo,Miguel González,curador,2005
Salón Regional - 2005,expo,Helena Producciones,curador,2005
Entre Siglos - 2005,expo,Alberto Sierra,curador,2005
Raheel Bruns - 2005,expo,Luis Ricaurte,curador,2005
Erika Diettes - Silencios - 2006,expo,Miguel González,curador,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Miguel González,curador,2006
Opus Senectus - 2006,expo,Jaime Tamayo,curador,2006
Diez Artistas Vallecaucanos - 2006,expo,Miguel González,curador,2006
Al Aire Libre: Paisajes - 2006,expo,Carolina Vanegas,curador,2006
Al Aire Libre: Paisajes - 2006,expo,Miguel González,curador,2006
Abstracción y Diáspora - 2006,expo,Germán García,curador,2006
Mi Selección Colombia - 2006,expo,Miguel González,curador,2006
Tropicales y Modernas: Arquitecturas Emergentes en Cali - 2006,expo,Francisco Ramírez Potes,curador,2006
La Arquitectura en Colombia y el Sentido del Lugar en los Últimos 25 Años - 2006,expo,Sergio Trujillo Jaramillo,curador,2006
La Arquitectura en Colombia y el Sentido del Lugar en los Últimos 25 Años - 2006,expo,Carlos Niño Murcia,curador,2006
De la Memoria Urbana - 2006,expo,Eduardo Serrano,curador,2006
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 2006 - 2006,expo,Miguel González,curador,2006
Verdad y Simulación: Fotografía Colombiana de los Últimos 50 Años del Siglo XX - 2006,expo,Ángela Gómez Cely,curador,2006
Bachs Carteles Cinematográficos - 2007,expo,Miguel González,curador,2007
"Floras, Diana Saldarriaga - 2007",expo,Miguel González,curador,2007
Negreiros Retrospectiva Rompiendo espacios 1961–2007 - 2007,expo,German Patiño,curador,2007
"Santiago Harker, Huellas de Plata - Photocali 2007 - 2007",expo,Exposición realizada en el marco de PhotoCali 2007,curador,2007
Travesía - 2007,expo,Eduardo Serrano,curador,2007
La Eva moderna - 2007,expo,Fundación MAPFRE,curador,2007
"Pinturas, Dibujos y Grabados - 2007",expo,Germán Rubiano Caballero,curador,2007
Obra mas reciente - 2007,expo,Miguel González,curador,2007
Ómar Rayo - Fosíl del fuego Homenaje 80 años - 2007,expo,Miguel González,curador,2007
Premonitoria - 2008,expo,Miguel González,curador,2008
Presentación y Representación - 2008,expo,Victoria Noorthoorn,curador,2008
Presentación y Representación - 2008,expo,Bernardo Ortiz,curador,2008
Carteles Cinematográficos - 2009,expo,Miguel González,curador,2009
Paisajes de la conciencia - 2009,expo,Isabelle de Montfumat,curador,2009
Expo antológica Ofelia Rodriguez - 2009,expo,Miguel González,curador,2009
Visiones del Arte Mexicano - 2010,expo,Rafael Pérez y Pérez,curador,2010
Allora & Calzadilla - 2011,expo,Verónica Wiman,curador,2011
Réquiem NN - 2011,expo,Miguel González,curador,2011
La Guerra que no Hemos Visto - 2011,expo,Ana Tiscornia,curador,2011
Siete Intelectuales en el Bosque de Bambú - 2011,expo,Verónica Wiman,curador,2011
Rogelio Salmona. Espacios abiertos / espacios colectivos - 2011,expo,Fundación Rogelio Salmona,curador,2011
Miradas Transversales - 2011,expo,Miguel González,curador,2011
"""Negrita"" - 2011",expo,Verónica Wiman,curador,2011
Normativo - 2011,expo,Verónica Wiman,curador,2011
Reconfiguraciones - 2011,expo,Miguel González,curador,2011
Ensayos Para Un Mundo Perfecto. Salón de Arte BBVA - 2011,expo,Carlos Betancourt,curador,2011
Fotografia Contemporanea - 2011,expo,Miguel González,curador,2011
Papel - 2011,expo,Carlos Betancourt,curador,2011
Papel - 2011,expo,Miguel González,curador,2011
Papel - 2011,expo,Verónica Wiman,curador,2011
Desde el Malestar: ¿Qué cosa es la verdad? - 2012,expo,Éricka Flórez,curador,2012
Desde el Malestar: ¿Qué cosa es la verdad? - 2012,expo,Sebastián Ramírez,curador,2012
"Bajo el cemento, la tierra - 2012",expo,Verónica Wiman,curador,2012
Segundo Guión de La Colección Permanente - 2012,expo,Un Lugar de la Plastica,curador,2012
Víctor Albarracín “El Tratamiento de las Contradicciones” - 2012,expo,Juan Sebastián Ramirez,curador,2012
Taking Care of Business. Un proyecto de Miami - 2013,expo,Juan Sebastián Ramirez,curador,2013
Tercer Guión de la Colección Permanente - 2013,expo,Un Lugar de la Plastica,curador,2013
Master/Copy: Juan & Wilson [1995 – 1998] - 2013,expo,Guillermo Vanegas,curador,2013
Ready Zombie. Fernando Uhía y los noventa - 2013,expo,Guillermo Vanegas,curador,2013
Revolución y Simulacro. Estrategias de Guerrilla de Mercado - 2013,expo,Juan Sebastián Ramirez,curador,2013
Nueva Pintura Colombiana - 2013,expo,Juan Sebastián Ramirez,curador,2013
Protografías - 2013,expo,José Roca,curador,2013
Protografías - 2013,expo,María Wills,curador,2013
Cuarto Guión de la Exposición Permanente de la Colección - 2014,expo,Un Lugar de la Plastica,curador,2014
Testigo de oídas - 2014,expo,Éricka Flórez,curador,2014
Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa - 2014,expo,María Sol Barón,curador,2014
Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa - 2014,expo,Camilo Ordóñez Robayo,curador,2014
Acueductos : Rosario López - 2014,expo,Un Lugar de la Plastica,curador,2014
Fototropismos - 2014,expo,Miguel González,curador,2014
Quinto Guión de la Exposición Permanente de la Colección - 2014,expo,Un Lugar de la Plastica,curador,2014
Inversiones & Valores - 2014,expo,Carlos Quintero,curador,2014
Cartografías de un mundo conocido - 2014,expo,Jenny Vilá,curador,2014
Cartografías de un mundo conocido - 2014,expo,Elkin Calderón,curador,2014
Territorio en discusión - 2014,expo,Yohanna Roa,curador,2014
Tejadita: viajero y sibarita - 2014,expo,William Contreras Alfonso,curador,2014
I will always love you - 2015,expo,Circular presents :Daniel Tejada & Sergio Zapata & David León & Adrián Gaitán,curador,2015
El Bucle - 2015,expo,Andrés Fresneda,curador,2015
El Bucle - 2015,expo,Juan Pablo Fajardo,curador,2015
La Condición Urbana - 2015,expo,Alejandro Martín Maldonado,curador,2015
Un hechizo en el espacio - 2015,expo,Éricka Flórez,curador,2015
El diablo probablemente - 2015,expo,Alejandro Martín Maldonado,curador,2015
Objeto Workshops - 2015,expo,Hermann Yusty,curador,2015
Objeto Workshops - 2015,expo,Carlos Tamayo,curador,2015
Objeto Workshops - 2015,expo,Breyner Huertas,curador,2015
Pathosformel. Elementos para una pintura - 2015,expo,Herlyng Ferla,curador,2015
Pathosformel. Elementos para una pintura - 2015,expo,Riccardo Giacconi,curador,2015
Taumatropía. Metodología del engaño - 2015,expo,Herlyng Ferla,curador,2015
Taumatropía. Metodología del engaño - 2015,expo,Riccardo Giacconi,curador,2015
Las cosas en si. Un sistema frágil. - 2015,expo,Herlyng Ferla,curador,2015
Las cosas en si. Un sistema frágil. - 2015,expo,Riccardo Giacconi,curador,2015
Rompecabezas - 2015,expo,Alejandro Martín Maldonado,curador,2015
Planchas sobre la mesa - 2015,expo,Fiorella Gómez-Silva,curador,2015
Planchas sobre la mesa - 2015,expo,Víctor Alcalde,curador,2015
Planchas sobre la mesa - 2015,expo,Giancarlo Parodi,curador,2015
Planchas sobre la mesa - 2015,expo,Andrés Casanova,curador,2015
Nata de nata - 2015,expo,Alejandro Martín Maldonado,curador,2015
Dash Shaw + Luis Echavaría: El fantasma que no se ve - 2015,expo,Alejandro Martín Maldonado,curador,2015
Dash Shaw + Luis Echavaría: El fantasma que no se ve - 2015,expo,Abraham Restrepo,curador,2015
Colonia Infancia: El reino del arte para explorar los sentidos - 2015,expo,Alejandro Martín Maldonado,curador,2015
Colonia Infancia: El reino del arte para explorar los sentidos - 2015,expo,Ángela Osorio,curador,2015
Colonia Infancia: El reino del arte para explorar los sentidos - 2015,expo,Laura Puerta,curador,2015
Rembrandt : 69 grabados 1630-1659 - 2015,expo,Rosa Perales Piqueres,curador,2015
Noche es Día - 2015,expo,Alejandro Martín Maldonado,curador,2015
Beatriz González: El segundo original - 2016,expo,María Fernanda Domínguez,curador,2016
Beatriz González: El segundo original - 2016,expo,José Ruiz,curador,2016
Beatriz González: El segundo original - 2016,expo,Lucas Ospina,curador,2016
Beatriz González: El segundo original - 2016,expo,Nathalia Azuero,curador,2016
Beatriz González: El segundo original - 2016,expo,Andrés Pardo,curador,2016
Beatriz González: El segundo original - 2016,expo,Laura Jiménez,curador,2016
Beatriz González: El segundo original - 2016,expo,Juan Rodríguez Varón,curador,2016
Tratado sobre la insurrección de la pintura O El tercer lado del espejo - 2016,expo,Oscar Roldán-Alzate,curador,2016
Alex Rodríguez: Objetos de estudio para una república popular demediada - 2016,expo,Jaime Cerón,curador,2016
Future Perfect - 2016,expo,Angelika Stepken,curador,2016
Future Perfect - 2016,expo,Philipp Ziegler,curador,2016
Hacia el litoral - 2016,expo,Yolanda Chois,curador,2016
