"","source","target","id_expo","nombre_expo_order_ano","ano","fecha_ini"
"516","Intituto Smithsonian de EE.UU.","Boo Poulin",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"517","Intituto Smithsonian de EE.UU.","Robin Quigley",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"518","Intituto Smithsonian de EE.UU.","Debra Rapoport",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"519","Intituto Smithsonian de EE.UU.","Irene Redd",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"520","Intituto Smithsonian de EE.UU.","Ellen Reiben",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"521","Intituto Smithsonian de EE.UU.","Ivy Ross",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"522","Intituto Smithsonian de EE.UU.","Mary Ann Scherr",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"523","Intituto Smithsonian de EE.UU.","Sydney Scherr",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"524","Intituto Smithsonian de EE.UU.","Marjorie Schick",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"525","Intituto Smithsonian de EE.UU.","Joyce Scott",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"526","Intituto Smithsonian de EE.UU.","Sabara Segal",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"527","Intituto Smithsonian de EE.UU.","Julie Shaw",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"528","Intituto Smithsonian de EE.UU.","Helen Shirk",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"529","Intituto Smithsonian de EE.UU.","Ramona Solberg",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"530","Intituto Smithsonian de EE.UU.","Eric Hilton",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"531","Intituto Smithsonian de EE.UU.","David Dowler",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"532","Intituto Smithsonian de EE.UU.","Susan Tamulevich",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"533","Intituto Smithsonian de EE.UU.","Alan Burton Thompson",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"534","Intituto Smithsonian de EE.UU.","David Tisdale",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"535","Intituto Smithsonian de EE.UU.","David Urso",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"536","Intituto Smithsonian de EE.UU.","Andrée Van Nuys",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"537","Intituto Smithsonian de EE.UU.","Joke Van Ommen",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"538","Intituto Smithsonian de EE.UU.","Katherine Wesphal",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"539","Intituto Smithsonian de EE.UU.","Fred Woell",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"540","Intituto Smithsonian de EE.UU.","Kay Yee",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"541","Intituto Smithsonian de EE.UU.","Sandra Parmer Zilker",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"542","Intituto Smithsonian de EE.UU.","Karen Zorich",293,"295-Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana-1984",1984,1984-09-20
"543","Alberto Sierra","Débora Arango",304,"306-Exposición de Débora Arango 1985-1985",1985,1985-03-28
"544","María de la Paz Jaramillo","Alicia Viteri",306,"308-Alicia Viteri-1985",1985,1985-05-09
"545","Propal S.A.","Ómar Rayo",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"546","Propal S.A.","Pedro Alcántara Herrán",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"547","Propal S.A.","Leonel Góngora",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"548","Propal S.A.","Lucy Tejada",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"549","Propal S.A.","Hernando Tejada",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"550","Propal S.A.","Gerardo Aragón",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"551","Propal S.A.","María Thereza Negreiros",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"552","Propal S.A.","Mario Gordillo",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"553","Propal S.A.","María de la Paz Jaramillo",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"554","Propal S.A.","Consuelo Lago",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"555","Propal S.A.","Enrique Sánchez",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"556","Propal S.A.","Óscar Muñoz",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"557","Propal S.A.","Ever Astudillo",317,"319-Homenaje de Propal a su Ciudad-1985",1985,1985-12-10
"558","María Elvira Iriarte","Guillermo Wiedemann",319,"321-El Arte Descubre un Mundo-1986",1986,1986-01-17
"559","Miguel González","Andrés de Santa María",340,"343-Andrés de Santamaría-1987",1987,1987-05-22
"560","Carolina Ponce de León","Darío Jiménez",343,"347-Darío Jiménez Exposición antológica 1938 – 1980-1987",1987,1987-07-09
"561","Carolina Ponce de León","Armando Morales",349,"353-4 Maestros Latinoamericanos-1987",1987,1987-11-11
"562","Carolina Ponce de León","José Gamarra",349,"353-4 Maestros Latinoamericanos-1987",1987,1987-11-11
"563","Carolina Ponce de León","Antonio Seguí",349,"353-4 Maestros Latinoamericanos-1987",1987,1987-11-11
"564","Carolina Ponce de León","Francisco Toledo",349,"353-4 Maestros Latinoamericanos-1987",1987,1987-11-11
"565","Miguel González","Ary Brizzi",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"566","Miguel González","Fernando Maza",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"567","Miguel González","Gabriel Messil",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"568","Miguel González","Marta Minujín",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"569","Miguel González","Rogelio Polesello",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"570","Miguel González","Liliana Porter",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"571","Miguel González","Rubens Gerchman",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"572","Miguel González","Arcangelo Ianelli",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"573","Miguel González","Daniel Senise",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"574","Miguel González","Agustín Fernández",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"575","Miguel González","Carlos Cruz-Diez",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"576","Miguel González","Jesús Rafael Soto",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"577","Miguel González","Olga de Amaral",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"578","Miguel González","Antonio Barrera",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"579","Miguel González","Feliza Bursztyn",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"580","Miguel González","Santiago Cárdenas",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"581","Miguel González","Beatriz González",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"582","Miguel González","Enrique Grau",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"583","Miguel González","David Manzur",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"584","Miguel González","Édgar Negret",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"585","Miguel González","Ómar Rayo",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"586","Miguel González","Carlos Rojas",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"587","Miguel González","Bernardo Salcedo",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"588","Miguel González","Diego Arango",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"589","Miguel González","Mario Ossaba",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"590","Miguel González","Vivian Monsalve",354,"356-Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988-1988",1988,1988-02-01
"591","Miguel González","Ana Mercedes Hoyos",360,"363-Una Interpretación de Caravaggio-1988",1988,1988-04-27
"592","Miguel González","Édgar Negret",362,"364-Ocho Artistas Colombianos en la Colección del Museo-1988",1988,1988-05-01
"593","Miguel González","Enrique Grau",362,"364-Ocho Artistas Colombianos en la Colección del Museo-1988",1988,1988-05-01
"594","Miguel González","Manuel Hernández",362,"364-Ocho Artistas Colombianos en la Colección del Museo-1988",1988,1988-05-01
"595","Miguel González","Carlos Rojas",362,"364-Ocho Artistas Colombianos en la Colección del Museo-1988",1988,1988-05-01
"596","Miguel González","Santiago Cárdenas",362,"364-Ocho Artistas Colombianos en la Colección del Museo-1988",1988,1988-05-01
"597","Miguel González","Beatriz González",362,"364-Ocho Artistas Colombianos en la Colección del Museo-1988",1988,1988-05-01
"598","Miguel González","Luis Caballero",362,"364-Ocho Artistas Colombianos en la Colección del Museo-1988",1988,1988-05-01
"599","Miguel González","Pedro Alcántara Herrán",362,"364-Ocho Artistas Colombianos en la Colección del Museo-1988",1988,1988-05-01
"600","Miguel González","Efraim Martínez",361,"365-Exposición de Efraim Martínez-1988",1988,1988-05-05
"601","Museo Nacional de Ciencia y Tecnología de Canadá","Hans Blohm",369,"372-De la Edad de Piedra a los Computadores-1988",1988,1988-09-01
"602","Miguel González","Jan Bartelsman",370,"373-Jan Bartelsman-1988",1988,1988-09-06
"603","Alberto Pérez","José Balmes",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"604","Alberto Pérez","Gracia Barrios",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"605","Alberto Pérez","Sammy Benmayor",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"606","Alberto Pérez","Roser Bru",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"607","Alberto Pérez","Eugenio Dittborn",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"608","Alberto Pérez","Patricia Israel",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"609","Alberto Pérez","Carlos Maturana",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"610","Alberto Pérez","Guillermo Núñez",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"611","Alberto Pérez","Rodolfo Opazo",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"612","Alberto Pérez","Benito Rojo",372,"375-Diez Artistas Chilenos-1988",1988,1988-09-29
"613","Miguel González","Hernando Hoyos",374,"377-Hernando Hoyos Pinturas-1988",1988,1988-11-03
"614","Miguel González","Álvaro Barrios",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"615","Miguel González","Patricia Bonilla",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"616","Miguel González","Herman Braun-Vega",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"617","Miguel González","Chuck Close",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"618","Miguel González","Hernán Díaz",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"619","Miguel González","Eugenio Dittborn",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"620","Miguel González","Fernell Franco",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"621","Miguel González","Gómez Pulido",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"622","Miguel González","Beatriz González",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"623","Miguel González","Mónika Herrán",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"624","Miguel González","Luciano Jaramillo",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"625","Miguel González","Karen Lamassonne",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"626","Miguel González","Alberto Lenis Burckhardt",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"627","Miguel González","Roy Lichtenstein",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"628","Miguel González","Arnulfo Luna",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"629","Miguel González","Becky Mayer",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"630","Miguel González","Peter Milton",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"631","Miguel González","Otto Moll González",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"632","Miguel González","Darío Morales",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"633","Miguel González","Refel Moure",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"634","Miguel González","Óscar Muñoz",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"635","Miguel González","Silvia Patiño",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"636","Miguel González","Liliana Porter",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"637","Miguel González","Johnny Rasmussen",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"638","Miguel González","Robert Rauschenberg",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"639","Miguel González","Melitón Rodríguez",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"640","Miguel González","Miguel Ángel Rojas",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"641","Miguel González","Mercedes Sebastián",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"642","Miguel González","Fabio Serrano",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"643","Miguel González","William Weege",381,"384-Fotografías y su Relación-1989",1989,1989-01-26
"644","Miguel González","Carlos Collazo",382,"385-Tres Artistas de Puerto Rico-1989",1989,1989-02-09
"645","Miguel González","Jaime Romano",382,"385-Tres Artistas de Puerto Rico-1989",1989,1989-02-09
"646","Miguel González","Jaime Suárez",382,"385-Tres Artistas de Puerto Rico-1989",1989,1989-02-09
"647","Luis Ángel Parra","Carlos Duque",383,"386-Gráfica OP 89 Duque Se Expone-1989",1989,1989-02-16
"648","Alberto Quiroga","Carlos Duque",383,"386-Gráfica OP 89 Duque Se Expone-1989",1989,1989-02-16
"649","Miguel González","Danilo Dueñas",386,"389-Cinco Pintores Abstractos-1989",1989,1989-03-30
"650","Miguel González","Luis Fernando Roldán",386,"389-Cinco Pintores Abstractos-1989",1989,1989-03-30
"651","Miguel González","Carlos Salas Silva",386,"389-Cinco Pintores Abstractos-1989",1989,1989-03-30
"652","Miguel González","Santiago Uribe Holguín",386,"389-Cinco Pintores Abstractos-1989",1989,1989-03-30
"653","Miguel González","Luis Fernando Zapata",386,"389-Cinco Pintores Abstractos-1989",1989,1989-03-30
"654","Miguel González","Karen Lamassonne",388,"391-Karen Lamassonne Pinturas-1989",1989,1989-04-18
"655","Miguel González","Ignacio Gómez Jaramillo",390,"393-Ignacio Gomez Jaramillo 1910-1970-1989",1989,1989-05-02
"656","Miguel González","Leo Matiz",391,"394-Leo Matiz 50 Años de Fotografía-1989",1989,1989-05-04
"657","Miguel González","Becky Mayer",392,"395-Exposición de Becky Mayer-1989",1989,1989-05-10
"658","Miguel González","Lucy Tejada",393,"396-Homenaje a Adalbert Meindl-1989",1989,1989-06-07
"659","Miguel González","Leopoldo Richter",393,"396-Homenaje a Adalbert Meindl-1989",1989,1989-06-07
"660","Miguel González","Beatriz Ángel",394,"397-Pinturas Tridimesionales-1989",1989,1989-06-14
"661","Miguel González","Fernando de Szyszlo",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"662","Miguel González","Óscar Pantoja",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"663","Miguel González","Eduardo Mac Entyre",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"664","Miguel González","Ary Brizzi",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"665","Miguel González","Rogelio Polesello",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"666","Miguel González","Gabriel Messil",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"667","Miguel González","Geny Dignac",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"668","Miguel González","Jesús Rafael Soto",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"669","Miguel González","Carlos Cruz-Diez",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"670","Miguel González","María Thereza Negreiros",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"671","Miguel González","Luciano Jaramillo",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"672","Miguel González","Jan Bartelsman",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"673","Miguel González","Alejandro Obregón",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"674","Miguel González","Carlos Rojas",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"675","Miguel González","Rubens Gerchman",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20
"676","Pierre Courcelles","María Teresa Vieco",399,"402-Pinturas-1989",1989,1989-09-06
"677","Miguel González","Rafael Echeverri",400,"403-Rafael Echeverri Pinturas y Consuelo Gómez Esculturas-1989",1989,1989-10-01
"678","Miguel González","Consuelo Gómez",400,"403-Rafael Echeverri Pinturas y Consuelo Gómez Esculturas-1989",1989,1989-10-01
"679","Miguel González","Freddy Barbosa",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"680","Miguel González","Sergio Bartelsman",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"681","Miguel González","Miky Calero",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"682","Miguel González","Adalberto  Ceballos",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"683","Miguel González","Luis E. Cruz",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"684","Miguel González","Frederic Chastro",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"685","Miguel González","Jorge Echeverry",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"686","Miguel González","Guillermo Franco",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"687","Miguel González","Rosemarie Gleiser",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"688","Miguel González","Jorge Hernan González",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"689","Miguel González","Mónika Herrán",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"690","Miguel González","Alvaro Hurtado",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"691","Miguel González","Miguel Antonio Lozano",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"692","Miguel González","Michael Meyer",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"693","Miguel González","Iván Morales",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"694","Miguel González","Hernando Ordóñez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"695","Miguel González","Silvia Patiño",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"696","Miguel González","Carlos Pineda",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"697","Miguel González","Clemencia Poveda",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"698","Miguel González","Ángela María Ramirez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"699","Miguel González","Harold Orlando Rodriguez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"700","Miguel González","Víctor Rodriguez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"701","Miguel González","Fernando Salazar",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"702","Miguel González","Gilma Suárez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"703","Miguel González","Catálina Toro",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"704","Miguel González","Héctor Wiesner García",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"705","Miguel González","Omaira Abadía",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"706","Miguel González","Memo Bejarano",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"707","Miguel González","Nicholás Buenaventura",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"708","Miguel González","Óscar Campo",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"709","Miguel González","Eduardo Carvajal",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"710","Miguel González","Javier Humberto Cruz Góngora",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"711","Miguel González","Guilles Charalambos",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"712","Miguel González","José Antonio Dorado",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"713","Miguel González","Victor Gaviria",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"714","Miguel González","Diego León Hoyos",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"715","Miguel González","Luis Fernando López",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"716","Miguel González","Manuel Guerrero",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"717","Miguel González","Diego Morales",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"718","Miguel González","Isabel Moreno",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"719","Miguel González","Oscar Salzar",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02
"720","Miguel González","Cristina Llano",407,"409-Cristina Llano-1990",1990,1990-01-06
"721","Miguel González","Constanza Aguirre",409,"412-Constanza Aguirre-1990",1990,1990-03-13
"722","Eduardo Serrano","Roberto Páramo",414,"417-Paisaje, Bodegón, Ciudad-1990",1990,1990-05-15
"723","Miguel González","Luis Caballero",417,"418-Luis Caballero-1990",1990,1990-06-01
"724","Miguel González","Diego Mazuera",420,"424-Puertos-1990",1990,1990-10-24
"725","Jorge Glusberg","Jorge Álvaro",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
"726","Jorge Glusberg","Elizabeth Aro",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
"727","Jorge Glusberg","Eduardo Audivert",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
"728","Jorge Glusberg","Magdalena Beccarini",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
"729","Jorge Glusberg","Luis F. Benedit",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
"730","Jorge Glusberg","Ernesto Bertani",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
"731","Jorge Glusberg","Remo Bianchedi",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
"732","Jorge Glusberg","Mildred Burton",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
"733","Jorge Glusberg","Alicia Carletti",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
"734","Jorge Glusberg","Américo Castilla",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12
